episode_id,family,fixture,block_id,policy_id,goal,wording,scenario,named_reference,planned,accepted_valid,missing_valid,infra_invalid,blocked,trigger_eligible,event_delivered,event_observed
online_correction_v4-C6-b061-2316d54e9f097aec,C6,containment,61,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b061-7a3027e77ac4cdf1,C6,containment,61,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b061-7dea1c18de1fa991,C6,containment,61,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b061-fe3701e447205dc4,C6,containment,61,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b062-1d3becf26ad1b3e7,C6,containment,62,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b062-669ae5fa9316b47f,C6,containment,62,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b062-c1c47d2dcf3c5a84,C6,containment,62,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b062-d73743170e07f21c,C6,containment,62,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b062-e111ca349b10b577,C6,containment,62,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b062-e1daacd479a9614e,C6,containment,62,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b063-19eaa15eb535f80d,C6,containment,63,cosmos3_nano_droid,inside,inverse,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b063-2cb820163e76ff5d,C6,containment,63,cosmos3_nano_droid,inside,direct,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b063-3fb290eff9afd2da,C6,containment,63,cosmos3_nano_droid,inside,direct,original_sham,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b063-472378626508ed71,C6,containment,63,cosmos3_nano_droid,inside,inverse,destination_static,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b063-e2cc047389ecaa49,C6,containment,63,cosmos3_nano_droid,inside,direct,move_stop,single,1,1,0,0,0,0,0,0
online_correction_v4-C6-b063-f05173af47593659,C6,containment,63,cosmos3_nano_droid,inside,inverse,original_sham,single,1,1,0,0,0,0,0,0
